staff_id,hospital_id,first_name,last_name,role,salary_grade,employment_date,shift,source_file
2886,14,Luke,Allen,Laboratory Technologist,JG-A,2007-07-16,Day,staff.csv
2887,14,Christopher,Field,Administrator,JG-B,2020-08-14,Day,staff.csv
2888,14,Tracey,Pearce,Cleaner,JG-D,2020-07-25,Day,staff.csv
2889,14,Stephen,Ellis,Driver,JG-G,2021-07-03,Rotating,staff.csv
2890,14,Dennis,O'Brien,Laboratory Technologist,JG-A,2015-11-29,Night,staff.csv
2891,14,Rachael,Parkinson,Security Officer,JG-E,2012-09-16,Day,staff.csv
2892,14,Barry,Marsh,Security Officer,JG-E,2021-01-28,Rotating,staff.csv
2893,14,Gregory,Vaughan,Security Officer,JG-F,2017-06-05,Day,staff.csv
2894,14,Andrea,Iqbal,Nurse,JG-F,2013-10-17,Day,staff.csv
2895,15,Bethan,White,Clinical Officer,JG-E,2011-08-11,Night,staff.csv
2896,15,Bethan,Faulkner,Nurse,JG-A,2017-10-22,Day,staff.csv
2897,15,Mathew,Shaw,ICT Officer,JG-A,2014-05-27,Rotating,staff.csv
2898,15,Abbie,Williams,Nutritionist,JG-C,2018-08-09,Night,staff.csv
2899,15,Maurice,Andrews,Radiographer,JG-C,2008-06-08,Rotating,staff.csv
2900,15,Jade,Owen,Clinical Officer,JG-A,2013-03-09,Day,staff.csv
2901,15,Martin,Turner,Nurse,JG-G,2011-05-18,Day,staff.csv
2902,15,Oliver,Kennedy,Security Officer,JG-B,2009-02-19,Day,staff.csv
2903,15,Robert,Coleman,Administrator,JG-D,2007-02-07,Rotating,staff.csv
2904,15,Claire,Wilson,Pharmacist,JG-A,2007-09-29,Night,staff.csv
2905,15,Lisa,Faulkner,Security Officer,JG-C,2017-01-17,Rotating,staff.csv
2906,15,Jade,Davison,Nurse,JG-F,2008-10-10,Rotating,staff.csv
2907,15,Cameron,Lloyd,Nurse,JG-E,2025-02-09,Day,staff.csv
2908,15,Janet,Ellis,Cleaner,JG-C,2021-10-13,Night,staff.csv
2909,15,Rebecca,Coles,ICT Officer,JG-B,2020-12-05,Rotating,staff.csv
2910,15,Naomi,Wyatt,Nurse,JG-F,2017-02-06,Day,staff.csv
2911,15,Jessica,Long,Receptionist,JG-B,2011-04-18,Night,staff.csv
2912,15,Louise,Wall,Radiographer,JG-D,2012-01-21,Rotating,staff.csv
2913,15,Charlie,Oliver,Security Officer,JG-C,2026-05-29,Day,staff.csv
2914,15,Dylan,Phillips,Security Officer,JG-F,2023-01-11,Day,staff.csv
2915,15,Kayleigh,John,Receptionist,JG-B,2016-09-24,Night,staff.csv
2916,15,Ian,Marsden,Clinical Officer,JG-F,2018-11-28,Rotating,staff.csv
2917,15,Steven,Johnson,Security Officer,JG-D,2025-04-27,Day,staff.csv
2918,15,Rhys,Wells,Medical Records Officer,JG-F,2008-09-27,Rotating,staff.csv
2919,15,Paige,Edwards,Nutritionist,JG-G,2010-03-29,Rotating,staff.csv
2920,15,Allan,Williams,Cleaner,JG-B,2020-11-03,Rotating,staff.csv
2921,15,Mandy,Sharp,Cleaner,JG-E,2010-10-26,Day,staff.csv
2922,15,Louise,Russell,Receptionist,JG-C,2023-12-12,Rotating,staff.csv
2923,15,Ruth,Miller,Radiographer,JG-F,2025-10-27,Night,staff.csv
2924,15,Barbara,Phillips,Cleaner,JG-B,2016-11-01,Night,staff.csv
2925,15,Jodie,Wilkinson,Cleaner,JG-D,2008-08-07,Night,staff.csv
2926,15,Clive,Price,Clinical Officer,JG-B,2018-04-17,Rotating,staff.csv
2927,15,Sally,Kaur,Radiographer,JG-F,2012-11-24,Night,staff.csv
2928,15,Gail,Bates,Laboratory Technologist,JG-C,2016-10-17,Rotating,staff.csv
2929,15,Lisa,Green,Driver,JG-A,2022-02-23,Night,staff.csv
2930,15,Leslie,Daniels,Receptionist,JG-D,2014-06-25,Night,staff.csv
2931,15,Norman,Leach,Radiographer,JG-E,2020-08-20,Day,staff.csv
2932,15,Alexandra,Hussain,ICT Officer,JG-F,2025-06-07,Day,staff.csv
2933,15,Leah,Morgan,Laboratory Technologist,JG-A,2020-01-17,Night,staff.csv
2934,15,Vanessa,Davison,ICT Officer,JG-A,2015-06-09,Day,staff.csv
2935,15,Mandy,Bradshaw,Administrator,JG-G,2016-01-21,Night,staff.csv
2936,15,Caroline,Walsh,Nutritionist,JG-A,2007-06-02,Rotating,staff.csv
2937,15,Kim,Mahmood,Medical Records Officer,JG-B,2011-07-03,Day,staff.csv
2938,15,Graeme,Wilkinson,Nutritionist,JG-G,2013-03-30,Night,staff.csv
2939,15,Dominic,Adams,Nurse,JG-F,2011-04-24,Day,staff.csv
2940,15,Eileen,Wilkins,Nurse,JG-E,2012-01-11,Day,staff.csv
2941,15,Abdul,Hussain,Security Officer,JG-D,2026-04-10,Night,staff.csv
2942,15,Raymond,Carter,Security Officer,JG-C,2019-12-07,Night,staff.csv
2943,15,Gail,Middleton,ICT Officer,JG-E,2014-10-12,Rotating,staff.csv
2944,15,Joseph,Wilson,Radiographer,JG-D,2012-12-28,Rotating,staff.csv
2945,15,Oliver,Carter,Nurse,JG-A,2015-12-31,Day,staff.csv
2946,15,Lisa,White,Clinical Officer,JG-G,2007-12-21,Day,staff.csv
2947,15,Adrian,Edwards,Radiographer,JG-C,2020-07-10,Night,staff.csv
2948,15,Grace,Thomas,Nurse,JG-A,2013-01-06,Night,staff.csv
2949,15,Paul,Marshall,Nutritionist,JG-F,2022-10-23,Night,staff.csv
2950,15,Kevin,Davies,Medical Records Officer,JG-C,2023-06-13,Night,staff.csv
2951,15,Carly,Doyle,Security Officer,JG-A,2023-05-05,Rotating,staff.csv
2952,15,Katy,Bull,Clinical Officer,JG-D,2025-11-01,Night,staff.csv
2953,15,Lucy,Jennings,Cleaner,JG-C,2016-05-02,Day,staff.csv
2954,15,Jane,Williamson,Medical Records Officer,JG-E,2015-02-13,Night,staff.csv
2955,15,Josephine,Jackson,Medical Records Officer,JG-A,2009-05-10,Night,staff.csv
2956,15,Trevor,Roberts,Nurse,JG-B,2015-10-20,Rotating,staff.csv
2957,15,Jean,Cook,Pharmacist,JG-F,2023-10-28,Day,staff.csv
2958,15,Liam,Forster,Receptionist,JG-A,2023-11-06,Night,staff.csv
2959,15,Rosie,Wilson,Administrator,JG-G,2009-09-26,Rotating,staff.csv
2960,15,Josephine,Ward,Medical Records Officer,JG-C,2024-07-29,Rotating,staff.csv
2961,15,Carole,Williams,Nutritionist,JG-E,2025-09-27,Day,staff.csv
2962,15,Mitchell,Smith,Laboratory Technologist,JG-B,2022-02-05,Rotating,staff.csv
2963,15,Clive,Sullivan,ICT Officer,JG-G,2015-12-12,Day,staff.csv
2964,15,Kimberley,Banks,Radiographer,JG-A,2007-04-20,Rotating,staff.csv
2965,15,Valerie,Hyde,Radiographer,JG-F,2010-03-21,Day,staff.csv
2966,15,Kathryn,Brown,Receptionist,JG-B,2016-02-12,Day,staff.csv
2967,15,Jonathan,Cole,Security Officer,JG-B,2022-04-08,Day,staff.csv
2968,15,Sandra,Andrews,Nurse,JG-A,2014-01-25,Night,staff.csv
2969,15,Dale,Martin,Laboratory Technologist,JG-D,2024-03-11,Rotating,staff.csv
2970,15,Carole,Fletcher,Receptionist,JG-A,2014-05-23,Night,staff.csv
2971,15,Lucy,Wheeler,Driver,JG-C,2026-04-20,Night,staff.csv
2972,15,John,Richardson,Security Officer,JG-C,2018-07-01,Night,staff.csv
2973,15,Maria,Green,Nurse,JG-E,2007-02-10,Rotating,staff.csv
2974,15,Caroline,Howard,Driver,JG-D,2010-03-10,Day,staff.csv
2975,15,Lauren,Williams,Cleaner,JG-F,2024-02-06,Day,staff.csv
2976,15,Mark,Summers,Laboratory Technologist,JG-D,2021-07-17,Night,staff.csv
2977,15,Elizabeth,Yates,Pharmacist,JG-G,2018-12-30,Day,staff.csv
2978,15,Claire,Brown,Laboratory Technologist,JG-F,2010-06-07,Rotating,staff.csv
2979,15,Glen,Gallagher,Driver,JG-B,2009-09-20,Rotating,staff.csv
2980,15,Rebecca,Shaw,Nutritionist,JG-A,2017-11-21,Night,staff.csv
2981,15,Jenna,James,Security Officer,JG-G,2021-04-12,Day,staff.csv
2982,15,Bruce,Harding,Pharmacist,JG-B,2024-07-22,Day,staff.csv
2983,15,Timothy,Bradley,Nutritionist,JG-F,2017-09-08,Night,staff.csv
2984,15,Ellie,Dodd,Nutritionist,JG-F,2009-09-18,Night,staff.csv
2985,15,Craig,Robinson,Clinical Officer,JG-F,2023-02-08,Day,staff.csv
2986,15,Mathew,Lucas,Nurse,JG-A,2018-02-21,Night,staff.csv
2987,15,Rebecca,Ellis,Pharmacist,JG-A,2019-03-11,Night,staff.csv
2988,15,Caroline,Sims,ICT Officer,JG-B,2012-08-28,Rotating,staff.csv
2989,15,Glen,Walton,Clinical Officer,JG-E,2016-03-21,Rotating,staff.csv
2990,15,Neil,Jackson,Laboratory Technologist,JG-C,2013-11-20,Night,staff.csv
2991,15,Donna,Hyde,Nurse,JG-A,2025-11-02,Rotating,staff.csv
2992,15,Sheila,Davies,Clinical Officer,JG-B,2018-11-09,Rotating,staff.csv
2993,15,Brett,Payne,Medical Records Officer,JG-F,2014-06-16,Rotating,staff.csv
2994,15,Iain,Butler,Driver,JG-D,2007-05-10,Night,staff.csv
2995,15,Jeffrey,Brown,Driver,JG-E,2012-01-09,Rotating,staff.csv
2996,15,Russell,Matthews,Medical Records Officer,JG-B,2007-11-20,Night,staff.csv
2997,15,Sian,Hilton,Pharmacist,JG-A,2021-02-12,Day,staff.csv
2998,15,Fiona,Lee,Security Officer,JG-F,2012-07-05,Rotating,staff.csv
2999,15,Martyn,Ross,Administrator,JG-C,2013-08-18,Night,staff.csv
3000,15,Hollie,Walker,Cleaner,JG-F,2022-01-21,Night,staff.csv
3001,15,Jordan,Campbell,Nurse,JG-A,2025-04-12,Day,staff.csv
3002,15,Brett,Nash,Driver,JG-A,2024-11-06,Day,staff.csv
3003,15,Lauren,Douglas,Radiographer,JG-G,2016-07-31,Day,staff.csv
3004,15,Louis,Brown,Receptionist,JG-G,2026-04-10,Night,staff.csv
3005,15,Maureen,Carter,Receptionist,JG-D,2015-05-21,Day,staff.csv
3006,15,Mohamed,Lamb,Pharmacist,JG-D,2017-12-24,Rotating,staff.csv
3007,15,Benjamin,Wallis,Receptionist,JG-D,2016-12-18,Rotating,staff.csv
3008,15,Bruce,Williams,ICT Officer,JG-C,2025-10-05,Night,staff.csv
3009,15,Angela,Hicks,Nutritionist,JG-A,2010-05-01,Night,staff.csv
3010,15,Vincent,Edwards,ICT Officer,JG-C,2013-09-11,Night,staff.csv
3011,15,Jemma,Cook,Nutritionist,JG-G,2022-09-02,Night,staff.csv
3012,15,Jean,Cooke,Nurse,JG-G,2019-04-05,Night,staff.csv
3013,15,Kimberley,Hughes,Pharmacist,JG-A,2025-01-24,Day,staff.csv
3014,15,Duncan,Baxter,Nurse,JG-G,2024-09-03,Day,staff.csv
3015,15,Glen,Owens,Receptionist,JG-A,2009-10-29,Rotating,staff.csv
3016,15,Christian,Richards,Radiographer,JG-B,2016-10-23,Day,staff.csv
3017,15,Nathan,Summers,Nurse,JG-C,2022-08-07,Rotating,staff.csv
3018,15,Graeme,Fry,Nutritionist,JG-B,2010-06-07,Night,staff.csv
3019,15,Gail,Taylor,Nutritionist,JG-A,2022-07-18,Night,staff.csv
3020,15,Kirsty,Lucas,Cleaner,JG-D,2009-08-27,Day,staff.csv
3021,15,Nicola,Sharpe,Clinical Officer,JG-G,2021-01-04,Rotating,staff.csv
3022,15,Helen,White,Nutritionist,JG-E,2007-10-18,Day,staff.csv
3023,15,Roger,Hyde,Pharmacist,JG-B,2013-04-04,Night,staff.csv
3024,15,Mitchell,Hall,Medical Records Officer,JG-D,2012-03-28,Night,staff.csv
3025,15,Alex,Daniels,Security Officer,JG-F,2016-07-16,Rotating,staff.csv
3026,15,Carole,Dawson,Pharmacist,JG-A,2019-02-21,Night,staff.csv
3027,15,Marcus,Stewart,Nutritionist,JG-F,2020-06-29,Night,staff.csv
3028,15,Conor,May,Pharmacist,JG-D,2020-12-16,Rotating,staff.csv
3029,15,Lydia,Hill,ICT Officer,JG-E,2016-02-24,Day,staff.csv
3030,15,Jamie,Smith,Nurse,JG-E,2025-08-14,Rotating,staff.csv
3031,15,Chloe,Davis,Administrator,JG-A,2007-11-11,Night,staff.csv
3032,15,Hugh,Griffin,Cleaner,JG-C,2025-04-19,Rotating,staff.csv
3033,15,Steven,Slater,Cleaner,JG-D,2018-07-28,Rotating,staff.csv
3034,15,Gary,Elliott,Nurse,JG-B,2008-03-14,Rotating,staff.csv
3035,15,Beverley,Cooke,Cleaner,JG-D,2006-07-28,Rotating,staff.csv
3036,15,Rosie,Hurst,Laboratory Technologist,JG-D,2021-01-25,Night,staff.csv
3037,15,Gary,Simpson,Nutritionist,JG-D,2013-02-20,Night,staff.csv
3038,15,Damian,Robinson,Radiographer,JG-A,2009-02-24,Rotating,staff.csv
3039,15,Victor,Williams,Driver,JG-D,2010-12-03,Night,staff.csv
3040,15,Melissa,Chambers,Pharmacist,JG-B,2018-02-10,Day,staff.csv
3041,15,Rosemary,Dodd,Radiographer,JG-A,2017-03-20,Rotating,staff.csv
3042,15,Matthew,Jones,Nutritionist,JG-G,2022-09-03,Night,staff.csv
3043,15,Ross,Jones,Pharmacist,JG-A,2008-10-26,Night,staff.csv
3044,15,James,Stokes,Cleaner,JG-G,2021-06-23,Night,staff.csv
3045,15,Amelia,Weston,Pharmacist,JG-B,2020-08-02,Day,staff.csv
3046,15,Hannah,Day,Nurse,JG-A,2013-06-03,Day,staff.csv
3047,15,Adam,Wood,Administrator,JG-D,2007-03-26,Day,staff.csv
3048,15,Declan,Clarke,Receptionist,JG-C,2008-11-13,Day,staff.csv
3049,15,Maurice,McCarthy,Nurse,JG-D,2012-06-27,Night,staff.csv
3050,15,Gemma,West,Clinical Officer,JG-A,2026-02-28,Day,staff.csv
3051,15,Amber,Cooper,Medical Records Officer,JG-F,2025-02-23,Day,staff.csv
3052,15,Nathan,Booth,Receptionist,JG-E,2016-12-09,Rotating,staff.csv
3053,15,Amanda,Cooke,Pharmacist,JG-D,2013-04-23,Night,staff.csv
3054,15,Gareth,Perry,Driver,JG-E,2016-11-03,Day,staff.csv
3055,15,Andrea,Clarke,Receptionist,JG-G,2026-06-21,Night,staff.csv
3056,15,Tom,Preston,Pharmacist,JG-G,2009-05-11,Day,staff.csv
3057,15,Denise,Ali,Receptionist,JG-G,2012-01-27,Night,staff.csv
3058,15,Amelia,Marshall,ICT Officer,JG-E,2016-01-21,Night,staff.csv
3059,15,Garry,Oliver,Pharmacist,JG-B,2024-02-28,Day,staff.csv
3060,15,Denis,Watson,Driver,JG-C,2024-10-28,Day,staff.csv
3061,15,Rita,Ward,ICT Officer,JG-A,2022-09-15,Night,staff.csv
3062,15,Robin,McCarthy,Radiographer,JG-A,2023-03-21,Rotating,staff.csv
3063,15,Nicole,Wallis,ICT Officer,JG-D,2012-07-10,Day,staff.csv
3064,15,Gemma,Matthews,Administrator,JG-D,2009-01-04,Night,staff.csv
3065,15,Matthew,Hawkins,Administrator,JG-B,2013-08-18,Day,staff.csv
3066,15,Jay,Griffiths,Pharmacist,JG-F,2026-05-19,Night,staff.csv
3067,16,Jill,Bates,ICT Officer,JG-C,2009-09-08,Night,staff.csv
3068,16,Katie,White,Clinical Officer,JG-E,2022-07-07,Night,staff.csv
3069,16,Vincent,Coleman,Medical Records Officer,JG-E,2021-02-22,Night,staff.csv
3070,16,Mathew,Smith,Receptionist,JG-E,2024-01-24,Night,staff.csv
3071,16,Kathleen,Ward,Security Officer,JG-B,2019-03-21,Rotating,staff.csv
3072,16,Georgina,Norton,Driver,JG-F,2010-04-23,Day,staff.csv
3073,16,Mitchell,Kay,Radiographer,JG-B,2025-12-15,Rotating,staff.csv
3074,16,Lynne,Fisher,Administrator,JG-B,2018-06-27,Night,staff.csv
3075,16,Irene,Brooks,Cleaner,JG-E,2023-08-05,Rotating,staff.csv
3076,16,Gavin,Moore,Nurse,JG-G,2021-11-15,Rotating,staff.csv
3077,16,Mark,Davies,Laboratory Technologist,JG-G,2018-05-24,Day,staff.csv
3078,16,Anthony,Reynolds,Nurse,JG-A,2011-12-23,Night,staff.csv
3079,16,Dawn,Holden,Clinical Officer,JG-E,2007-05-19,Night,staff.csv
3080,16,Graham,Watson,Nutritionist,JG-C,2009-04-11,Night,staff.csv
3081,16,Mary,Wood,Radiographer,JG-D,2016-09-06,Day,staff.csv
3082,16,Samuel,Wilson,Cleaner,JG-G,2025-09-30,Day,staff.csv
3083,16,Terence,Hudson,ICT Officer,JG-E,2023-05-23,Night,staff.csv
3084,16,Matthew,Morris,Security Officer,JG-E,2022-01-01,Night,staff.csv
3085,16,Victor,Peters,Medical Records Officer,JG-G,2012-07-17,Day,staff.csv
3086,16,Eric,Cross,Cleaner,JG-A,2009-06-06,Rotating,staff.csv
3087,16,Chelsea,Jones,Radiographer,JG-A,2017-07-28,Day,staff.csv
3088,16,Alexandra,Williams,Laboratory Technologist,JG-D,2018-05-22,Night,staff.csv
3089,16,Trevor,Robinson,Receptionist,JG-A,2006-12-26,Day,staff.csv
3090,16,Holly,Anderson,Radiographer,JG-D,2016-06-01,Rotating,staff.csv
3091,16,Patricia,Hussain,Driver,JG-C,2016-06-09,Night,staff.csv
3092,16,Gordon,Joyce,Cleaner,JG-B,2017-03-18,Night,staff.csv
3093,16,Harry,Green,Radiographer,JG-G,2011-06-27,Rotating,staff.csv
3094,16,Justin,Walker,Receptionist,JG-A,2023-02-08,Day,staff.csv
3095,16,Glenn,Patel,Clinical Officer,JG-F,2013-08-05,Rotating,staff.csv
3096,16,Karl,Evans,Driver,JG-B,2022-12-06,Day,staff.csv
3097,16,Grace,Barry,Security Officer,JG-E,2009-06-16,Rotating,staff.csv
3098,16,Dean,Potter,Pharmacist,JG-A,2010-09-08,Day,staff.csv
3099,16,Carolyn,Jones,Radiographer,JG-A,2024-09-09,Night,staff.csv
3100,16,Garry,Khan,Nutritionist,JG-G,2019-06-19,Day,staff.csv
3101,16,Connor,Kent,Pharmacist,JG-D,2010-05-24,Night,staff.csv
3102,16,Rhys,Campbell,Nurse,JG-E,2023-07-07,Rotating,staff.csv
3103,16,Duncan,Dobson,Pharmacist,JG-C,2023-02-28,Night,staff.csv
3104,16,Nigel,Jackson,Cleaner,JG-D,2022-08-01,Day,staff.csv
3105,16,Alex,Sutton,Nutritionist,JG-D,2022-07-03,Night,staff.csv
3106,16,Heather,Briggs,Receptionist,JG-F,2016-05-05,Day,staff.csv
3107,16,Matthew,Hughes,Administrator,JG-F,2021-07-25,Rotating,staff.csv
3108,16,Maria,Bowen,Nutritionist,JG-B,2008-01-27,Rotating,staff.csv
3109,16,Laura,Robinson,Nurse,JG-D,2012-08-31,Rotating,staff.csv
3110,17,Nicola,Farrell,ICT Officer,JG-B,2024-12-11,Rotating,staff.csv
3111,17,William,Harding,Cleaner,JG-A,2019-11-10,Night,staff.csv
3112,17,Duncan,Barton,ICT Officer,JG-E,2009-08-27,Rotating,staff.csv
3113,17,David,Barker,Security Officer,JG-G,2015-11-05,Night,staff.csv
3114,17,Nigel,Hart,Laboratory Technologist,JG-B,2009-03-20,Night,staff.csv
3115,17,Jeremy,Robertson,Clinical Officer,JG-D,2006-09-08,Day,staff.csv
3116,17,Thomas,Mitchell,ICT Officer,JG-E,2011-04-13,Night,staff.csv
3117,17,Clifford,Parkes,ICT Officer,JG-D,2018-11-28,Day,staff.csv
3118,17,Sara,Atkins,Medical Records Officer,JG-D,2017-04-07,Day,staff.csv
3119,17,Gavin,Booth,Pharmacist,JG-A,2023-05-16,Night,staff.csv
3120,17,Georgina,Daniels,Clinical Officer,JG-F,2009-01-02,Night,staff.csv
3121,17,Clive,Hobbs,Clinical Officer,JG-F,2020-02-28,Rotating,staff.csv
3122,17,Sarah,Holmes,Pharmacist,JG-C,2025-06-26,Night,staff.csv
3123,17,Joanne,Morgan,ICT Officer,JG-D,2011-08-13,Night,staff.csv
3124,17,Mohammed,Bell,Medical Records Officer,JG-F,2025-02-23,Night,staff.csv
3125,17,Samantha,Noble,Pharmacist,JG-A,2007-02-28,Rotating,staff.csv
3126,17,Mandy,Griffin,Radiographer,JG-B,2009-05-26,Rotating,staff.csv
3127,17,Elliot,Morris,ICT Officer,JG-F,2017-10-24,Rotating,staff.csv
3128,17,Paula,Jones,Clinical Officer,JG-G,2012-05-20,Night,staff.csv
3129,17,Maureen,Thomas,Clinical Officer,JG-G,2015-06-05,Rotating,staff.csv
3130,17,Amy,Taylor,Receptionist,JG-A,2024-06-25,Night,staff.csv
3131,17,Mark,Brooks,Pharmacist,JG-F,2014-04-15,Rotating,staff.csv
3132,17,Susan,Jenkins,ICT Officer,JG-A,2011-03-13,Rotating,staff.csv
3133,17,Joanne,Mitchell,Clinical Officer,JG-F,2014-12-17,Rotating,staff.csv
3134,17,Charlie,Dodd,Laboratory Technologist,JG-A,2011-04-04,Night,staff.csv
3135,17,Craig,Taylor,Driver,JG-A,2010-10-15,Rotating,staff.csv
3136,17,Alice,Ahmed,Nutritionist,JG-G,2020-05-05,Day,staff.csv
3137,17,Jane,Khan,Nutritionist,JG-A,2023-03-05,Day,staff.csv
3138,17,Hugh,Harding,Laboratory Technologist,JG-D,2012-07-05,Rotating,staff.csv
3139,17,Danny,Rose,Cleaner,JG-B,2012-07-16,Day,staff.csv
3140,17,Maureen,Schofield,Receptionist,JG-C,2018-02-18,Rotating,staff.csv
3141,17,Kate,Skinner,ICT Officer,JG-E,2008-09-24,Night,staff.csv
3142,17,Jemma,Thomas,Administrator,JG-G,2007-08-17,Day,staff.csv
3143,17,Maurice,Campbell,Laboratory Technologist,JG-D,2025-04-22,Day,staff.csv
3144,17,Glen,Parkinson,Nurse,JG-E,2017-07-20,Rotating,staff.csv
3145,17,Lydia,Norris,Pharmacist,JG-F,2022-11-08,Rotating,staff.csv
3146,17,Carole,Faulkner,Cleaner,JG-C,2025-07-20,Day,staff.csv
3147,17,Barbara,Ellis,Receptionist,JG-F,2023-06-21,Day,staff.csv
3148,17,Simon,Jones,Clinical Officer,JG-F,2023-06-10,Day,staff.csv
3149,17,Jamie,Campbell,Receptionist,JG-A,2007-08-14,Night,staff.csv
3150,17,Malcolm,Cooper,Security Officer,JG-D,2017-01-07,Rotating,staff.csv
3151,17,Victoria,Willis,Laboratory Technologist,JG-A,2014-11-25,Night,staff.csv
3152,17,Mohammed,Morgan,Laboratory Technologist,JG-B,2009-03-28,Rotating,staff.csv
3153,17,Helen,Alexander,Security Officer,JG-E,2007-07-19,Night,staff.csv
3154,17,Steven,Sanderson,Clinical Officer,JG-G,2018-08-03,Night,staff.csv
3155,17,Martyn,Tucker,Radiographer,JG-B,2023-03-19,Day,staff.csv
3156,17,Sylvia,Bailey,Medical Records Officer,JG-C,2007-01-08,Night,staff.csv
3157,17,Frederick,Young,Administrator,JG-D,2009-02-16,Night,staff.csv
3158,17,Shannon,Palmer,Driver,JG-G,2016-03-24,Night,staff.csv
3159,17,Jayne,Bibi,Driver,JG-B,2023-10-09,Rotating,staff.csv
3160,17,Elliott,Harvey,Nutritionist,JG-B,2015-09-22,Night,staff.csv
3161,17,Charles,Little,Radiographer,JG-E,2014-12-07,Day,staff.csv
3162,17,Tracy,Cunningham,Security Officer,JG-F,2013-07-30,Day,staff.csv
3163,17,Lesley,Graham,Administrator,JG-B,2008-03-28,Day,staff.csv
3164,17,Kerry,Gardner,ICT Officer,JG-F,2020-09-23,Rotating,staff.csv
3165,17,Ruth,Singh,Laboratory Technologist,JG-F,2014-05-25,Day,staff.csv
3166,17,Robert,Woodward,Laboratory Technologist,JG-A,2010-10-03,Night,staff.csv
3167,17,Iain,Thomas,Security Officer,JG-A,2006-12-22,Rotating,staff.csv
3168,17,Debra,Begum,Receptionist,JG-A,2015-04-03,Day,staff.csv
3169,17,Lucy,Smith,Laboratory Technologist,JG-E,2025-04-22,Night,staff.csv
3170,17,Kevin,Wood,Nutritionist,JG-D,2018-12-06,Night,staff.csv
3171,17,Brian,Freeman,Cleaner,JG-G,2024-12-05,Day,staff.csv
3172,17,Howard,Hodgson,Clinical Officer,JG-A,2010-09-01,Rotating,staff.csv
3173,17,Claire,Jones,Receptionist,JG-G,2023-04-18,Day,staff.csv
3174,17,Jamie,Quinn,ICT Officer,JG-D,2016-02-21,Rotating,staff.csv
3175,17,Lee,Shaw,Pharmacist,JG-G,2022-12-14,Rotating,staff.csv
3176,17,Harriet,Barlow,Nurse,JG-E,2024-10-06,Night,staff.csv
3177,17,Paula,Palmer,Clinical Officer,JG-G,2020-07-10,Rotating,staff.csv
3178,17,Kenneth,Sullivan,Driver,JG-C,2023-11-30,Night,staff.csv
3179,17,Elliot,Watts,Administrator,JG-F,2017-07-06,Rotating,staff.csv
3180,17,Leonard,McCarthy,Administrator,JG-F,2019-02-24,Day,staff.csv
3181,17,Martyn,Burton,Pharmacist,JG-A,2016-11-17,Rotating,staff.csv
3182,17,Nicholas,Jones,Nurse,JG-B,2012-09-10,Day,staff.csv
3183,17,Fiona,Birch,Nutritionist,JG-B,2024-06-18,Day,staff.csv
3184,17,Jenna,Bell,Nurse,JG-D,2016-12-04,Rotating,staff.csv
3185,17,Nathan,Davey,Cleaner,JG-G,2006-12-05,Rotating,staff.csv
3186,17,Colin,Davies,Pharmacist,JG-B,2022-10-29,Rotating,staff.csv
3187,17,Marc,Lawrence,Radiographer,JG-D,2011-06-12,Rotating,staff.csv
3188,17,Derek,Williams,ICT Officer,JG-E,2010-06-18,Day,staff.csv
3189,17,Alexander,Chamberlain,Clinical Officer,JG-E,2007-05-03,Day,staff.csv
3190,17,Michelle,Robinson,Clinical Officer,JG-D,2008-05-26,Night,staff.csv
3191,17,Carole,Williams,Security Officer,JG-F,2019-01-22,Night,staff.csv
3192,17,Hugh,Bailey,Driver,JG-D,2018-05-12,Day,staff.csv
3193,17,Helen,Reed,Nutritionist,JG-E,2013-11-28,Night,staff.csv
3194,17,Rebecca,Rogers,Nurse,JG-G,2021-02-07,Night,staff.csv
3195,17,Beth,Taylor,Clinical Officer,JG-B,2018-10-29,Day,staff.csv
3196,17,Marcus,Wall,Nutritionist,JG-C,2017-11-10,Day,staff.csv
3197,17,Dominic,Atkins,Pharmacist,JG-D,2024-06-26,Day,staff.csv
3198,18,Derek,McCarthy,Administrator,JG-C,2021-06-16,Day,staff.csv
3199,18,Dominic,Gray,Medical Records Officer,JG-G,2019-02-01,Day,staff.csv
3200,18,Gerald,Hardy,ICT Officer,JG-B,2024-07-02,Day,staff.csv
3201,18,Philip,Jones,Security Officer,JG-F,2016-08-15,Day,staff.csv
3202,18,Jodie,Leach,Security Officer,JG-E,2022-12-23,Day,staff.csv
3203,18,Gillian,Gallagher,Nutritionist,JG-G,2023-10-26,Rotating,staff.csv
3204,18,Shirley,Leach,Administrator,JG-B,2014-03-18,Day,staff.csv
3205,18,Marian,Williams,Laboratory Technologist,JG-A,2016-09-27,Rotating,staff.csv
3206,18,Linda,Robson,Nutritionist,JG-B,2015-03-02,Night,staff.csv
3207,18,Geraldine,Holmes,Cleaner,JG-D,2016-05-31,Night,staff.csv
3208,18,Tony,Doherty,Medical Records Officer,JG-D,2019-10-08,Rotating,staff.csv
3209,18,Denis,Smith,Radiographer,JG-D,2008-11-18,Rotating,staff.csv
3210,18,Gemma,Fletcher,ICT Officer,JG-E,2026-03-24,Day,staff.csv
3211,18,Peter,Briggs,Laboratory Technologist,JG-A,2021-03-06,Night,staff.csv
3212,18,Mathew,Edwards,Administrator,JG-B,2024-02-14,Rotating,staff.csv
3213,18,Rosie,Lees,Medical Records Officer,JG-C,2007-12-07,Day,staff.csv
